S/N		Word	Frequency
4138		text	1
4139		text	1
4140		text	1
4141		text	1
4142		text	1
4143		text	1
4144		text	1
4145		text	1
4146		text	1
4147		text	1
4148		text	1
4149		text	1
4150		text	1
4151		text	1
4152		text	1
4153		text	1
4154		text	1
4155		text	1
4156		text	1
4157		text	1
4158		text	1
4159		text	1
4160		text	1
4161		text	1
4162		text	1
4163		text	1
4164		text	1
4165		text	1
4166		text	1
4167		text	1
4168		text	1
4169		text	1
4170		text	1
4171		text	1
4172		text	1
4173		text	1
4174		text	1
4175		text	1
4176		text	1
4177		text	1
4178		text	1
4179		text	1
4180		text	1
4181		text	1
4182		text	1
4183		text	1
4184		text	1
4185		text	1
4186		text	1
4187		text	1
4188		text	1
4189		text	1
4190		text	1
4191		text	1
4192		text	1
4193		text	1
4194		text	1
4195		text	1
4196		text	1
4197		text	1
4198		text	1
4199		text	1
4200		text	1
4201		text	1
4202		text	1
4203		text	1
4204		text	1
4205		text	1
4206		text	1
4207		text	1
4208		text	1
4209		text	1
4210		text	1
4211		text	1
4212		text	1
4213		text	1
4214		text	1
4215		text	1
4216		text	1
4217		text	1
4218		text	1
4219		text	1
4220		text	1
4221		text	1
4222		text	1
4223		text	1
4224		text	1
4225		text	1
4226		text	1
4227		text	1
4228		text	1
4229		text	1
4230		text	1
4231		text	1
4232		text	1
4233		text	1
4234		text	1
4235		text	1
4236		text	1
4237		text	1
4238		text	1
4239		text	1
4240		text	1
4241		text	1
4242		text	1
4243		text	1
4244		text	1
4245		text	1
4246		text	1
4247		text	1
4248		text	1
4249		text	1
4250		text	1
4251		text	1
4252		text	1
4253		text	1
4254		text	1
4255		text	1
4256		text	1
4257		text	1
4258		text	1
4259		text	1
4260		text	1
4261		text	1
4262		text	1
4263		text	1
4264		text	1
4265		text	1
4266		text	1
4267		text	1
4268		text	1
4269		text	1
4270		text	1
4271		text	1
4272		text	1
4273		text	1
4274		text	1
4275		text	1
4276		text	1
4277		text	1
4278		text	1
4279		text	1
4280		text	1
4281		text	1
4282		text	1
4283		text	1
4284		text	1
4285		text	1
4286		text	1
4287		text	1
4288		text	1
4289		text	1
4290		text	1
4291		text	1
4292		text	1
4293		text	1
4294		text	1
4295		text	1
4296		text	1
4297		text	1
4298		text	1
4299		text	1
4300		text	1
4301		text	1
4302		text	1
4303		text	1
4304		text	1
4305		text	1
4306		text	1
4307		text	1
4308		text	1
4309		text	1
4310		text	1
4311		text	1
4312		text	1
4313		text	1
4314		text	1
4315		text	1
4316		text	1
4317		text	1
4318		text	1
4319		text	1
4320		text	1
4321		text	1
4322		text	1
4323		text	1
4324		text	1
4325		text	1
4326		text	1
4327		text	1
4328		text	1
4329		text	1
4330		text	1
4331		text	1
4332		text	1
4333		text	1
4334		text	1
4335		text	1
4336		text	1
4337		text	1
4338		text	1
4339		text	1
4340		text	1
4341		text	1
4342		text	1
4343		text	1
4344		text	1
4345		text	1
4346		text	1
4347		text	1
4348		text	1
4349		text	1
4350		text	1
4351		text	1
4352		text	1
4353		text	1
4354		text	1
4355		text	1
4356		text	1
4357		text	1
4358		text	1
4359		text	1
4360		text	1
4361		text	1
4362		text	1
4363		text	1
4364		text	1
4365		text	1
4366		text	1
4367		text	1
4368		text	1
4369		text	1
4370		text	1
4371		text	1
4372		text	1
4373		text	1
4374		text	1
4375		text	1
4376		text	1
4377		text	1
4378		text	1
4379		text	1
4380		text	1
4381		text	1
4382		text	1
4383		text	1
4384		text	1
4385		text	1
4386		text	1
4387		text	1
4388		text	1
4389		text	1
4390		text	1
4391		text	1
4392		text	1
4393		text	1
4394		text	1
4395		text	1
4396		text	1
4397		text	1
4398		text	1
4399		text	1
4400		text	1
4401		text	1
4402		text	1
4403		text	1
4404		text	1
4405		text	1
4406		text	1
4407		text	1
4408		text	1
4409		text	1
4410		text	1
4411		text	1
4412		text	1
4413		text	1
4414		text	1
4415		text	1
4416		text	1
4417		text	1
4418		text	1
4419		text	1
4420		text	1
4421		text	1
4422		text	1
4423		text	1
4424		text	1
4425		text	1
4426		text	1
4427		text	1
4428		text	1
4429		text	1
4430		text	1
4431		text	1
4432		text	1
4433		text	1
4434		text	1
4435		text	1
4436		text	1
4437		text	1
4438		text	1
4439		text	1
4440		text	1
4441		text	1
4442		text	1
4443		text	1
4444		text	1
4445		text	1
4446		text	1
4447		text	1
4448		text	1
4449		text	1
4450		text	1
4451		text	1
4452		text	1
4453		text	1
4454		text	1
4455		text	1
4456		text	1
4457		text	1
4458		text	1
4459		text	1
4460		text	1
4461		text	1
4462		text	1
4463		text	1
4464		text	1
4465		text	1
4466		text	1
4467		text	1
4468		text	1
4469		text	1
4470		text	1
4471		text	1
4472		text	1
4473		text	1
4474		text	1
4475		text	1
4476		text	1
4477		text	1
4478		text	1
4479		text	1
4480		text	1
4481		text	1
4482		text	1
4483		text	1
4484		text	1
4485		text	1
4486		text	1
4487		text	1
4488		text	1
4489		text	1
4490		text	1
4491		text	1
4492		text	1
4493		text	1
4494		text	1
4495		text	1
4496		text	1
4497		text	1
4498		text	1
4499		text	1
4500		text	1
4501		text	1
4502		text	1
4503		text	1
4504		text	1
4505		text	1
4506		text	1
4507		text	1
4508		text	1
4509		text	1
4510		text	1
4511		text	1
4512		text	1
4513		text	1
4514		text	1
4515		text	1
4516		text	1
4517		text	1
4518		text	1
4519		text	1
4520		text	1
4521		text	1
4522		text	1
4523		text	1
4524		text	1
4525		text	1
4526		text	1
4527		text	1
4528		text	1
4529		text	1
4530		text	1
4531		text	1
4532		text	1
4533		text	1
4534		text	1
4535		text	1
4536		text	1
4537		text	1
4538		text	1
4539		text	1
4540		text	1
4541		text	1
4542		text	1
4543		text	1
4544		text	1
4545		text	1
4546		text	1
4547		text	1
4548		text	1
4549		text	1
4550		text	1
4551		text	1
4552		text	1
4553		text	1
4554		text	1
4555		text	1
4556		text	1
4557		text	1
4558		text	1
4559		text	1
4560		text	1
4561		text	1
4562		text	1
4563		text	1
4564		text	1
4565		text	1
4566		text	1
4567		text	1
4568		text	1
4569		text	1
4570		text	1
4571		text	1
4572		text	1
4573		text	1
4574		text	1
4575		text	1
4576		text	1
4577		text	1
4578		text	1
4579		text	1
4580		text	1
4581		text	1
4582		text	1
4583		text	1
4584		text	1
4585		text	1
4586		text	1
4587		text	1
4588		text	1
4589		text	1
4590		text	1
4591		text	1
4592		text	1
4593		text	1
4594		text	1
4595		text	1
4596		text	1
4597		text	1
4598		text	1
4599		text	1
4600		text	1
4601		text	1
4602		text	1
4603		text	1
4604		text	1
4605		text	1
4606		text	1
4607		text	1
4608		text	1
4609		text	1
4610		text	1
4611		text	1
4612		text	1
4613		text	1
4614		text	1
4615		text	1
4616		text	1
4617		text	1
4618		text	1
4619		text	1
4620		text	1
4621		text	1
4622		text	1
4623		text	1
4624		text	1
4625		text	1
4626		text	1
4627		text	1
4628		text	1
4629		text	1
4630		text	1
4631		text	1
4632		text	1
4633		text	1
4634		text	1
4635		text	1
4636		text	1
4637		text	1
4638		text	1
4639		text	1
4640		text	1
4641		text	1
4642		text	1
4643		text	1
4644		text	1
4645		text	1
4646		text	1
4647		text	1
4648		text	1
4649		text	1
4650		text	1
4651		text	1
4652		text	1
4653		text	1
4654		text	1
4655		text	1
4656		text	1
4657		text	1
4658		text	1
4659		text	1
4660		text	1
4661		text	1
4662		text	1
4663		text	1
4664		text	1
4665		text	1
4666		text	1
4667		text	1
4668		text	1
4669		text	1
4670		text	1
4671		text	1
4672		text	1
4673		text	1
4674		text	1
4675		text	1
4676		text	1
4677		text	1
4678		text	1
4679		text	1
4680		text	1
4681		text	1
4682		text	1
4683		text	1
4684		text	1
4685		text	1
4686		text	1
4687		text	1
4688		text	1
4689		text	1
4690		text	1
4691		text	1
4692		text	1
4693		text	1
4694		text	1
4695		text	1
4696		text	1
4697		text	1
4698		text	1
4699		text	1
4700		text	1
4701		text	1
4702		text	1
4703		text	1
4704		text	1
4705		text	1
4706		text	1
4707		text	1
4708		text	1
4709		text	1
4710		text	1
4711		text	1
4712		text	1
4713		text	1
4714		text	1
4715		text	1
4716		text	1
4717		text	1
4718		text	1
4719		text	1
4720		text	1
4721		text	1
4722		text	1
4723		text	1
4724		text	1
4725		text	1
4726		text	1
4727		text	1
4728		text	1
4729		text	1
4730		text	1
4731		text	1
4732		text	1
4733		text	1
4734		text	1
4735		text	1
4736		text	1
4737		text	1
4738		text	1
4739		text	1
4740		text	1
4741		text	1
4742		text	1
4743		text	1
4744		text	1
4745		text	1
4746		text	1
4747		text	1
4748		text	1
4749		text	1
4750		text	1
4751		text	1
4752		text	1
4753		text	1
4754		text	1
4755		text	1
4756		text	1
4757		text	1
4758		text	1
4759		text	1
4760		text	1
4761		text	1
4762		text	1
4763		text	1
4764		text	1
4765		text	1
4766		text	1
4767		text	1
4768		text	1
4769		text	1
4770		text	1
4771		text	1
4772		text	1
4773		text	1
4774		text	1
4775		text	1
4776		text	1
4777		text	1
4778		text	1
4779		text	1
4780		text	1
4781		text	1
4782		text	1
4783		text	1
4784		text	1
4785		text	1
4786		text	1
4787		text	1
4788		text	1
4789		text	1
4790		text	1
4791		text	1
4792		text	1
4793		text	1
4794		text	1
4795		text	1
4796		text	1
4797		text	1
4798		text	1
4799		text	1
4800		text	1
4801		text	1
4802		text	1
4803		text	1
4804		text	1
4805		text	1
4806		text	1
4807		text	1
4808		text	1
4809		text	1
4810		text	1
4811		text	1
4812		text	1
4813		text	1
4814		text	1
4815		text	1
4816		text	1
4817		text	1
4818		text	1
4819		text	1
4820		text	1
4821		text	1
4822		text	1
4823		text	1
4824		text	1
4825		text	1
4826		text	1
4827		text	1
4828		text	1
4829		text	1
4830		text	1
4831		text	1
4832		text	1
4833		text	1
4834		text	1
4835		text	1
4836		text	1
4837		text	1
4838		text	1
4839		text	1
4840		text	1
4841		text	1
4842		text	1
4843		text	1
4844		text	1
4845		text	1
4846		text	1
4847		text	1
4848		text	1
4849		text	1
4850		text	1
4851		text	1
4852		text	1
4853		text	1
4854		text	1
4855		text	1
4856		text	1
4857		text	1
4858		text	1
4859		text	1
4860		text	1
4861		text	1
4862		text	1
4863		text	1
4864		text	1
4865		text	1
4866		text	1
4867		text	1
4868		text	1
4869		text	1
4870		text	1
4871		text	1
4872		text	1
4873		text	1
4874		text	1
4875		text	1
4876		text	1
4877		text	1
4878		text	1
4879		text	1
4880		text	1
4881		text	1
4882		text	1
4883		text	1
4884		text	1
4885		text	1
4886		text	1
4887		text	1
4888		text	1
4889		text	1
4890		text	1
4891		text	1
4892		text	1
4893		text	1
4894		text	1
4895		text	1
4896		text	1
4897		text	1
4898		text	1
4899		text	1
4900		text	1
4901		text	1
4902		text	1
4903		text	1
4904		text	1
4905		text	1
4906		text	1
4907		text	1
4908		text	1
4909		text	1
4910		text	1
4911		text	1
4912		text	1
4913		text	1
4914		text	1
4915		text	1
4916		text	1
4917		text	1
4918		text	1
4919		text	1
4920		text	1
4921		text	1
4922		text	1
4923		text	1
4924		text	1
4925		text	1
4926		text	1
4927		text	1
4928		text	1
4929		text	1
4930		text	1
4931		text	1
4932		text	1
4933		text	1
4934		text	1
4935		text	1
4936		text	1
4937		text	1
4938		text	1
4939		text	1
4940		text	1
4941		text	1
4942		text	1
4943		text	1
4944		text	1
4945		text	1
4946		text	1
4947		text	1
4948		text	1
4949		text	1
4950		text	1
4951		text	1
4952		text	1
4953		text	1
4954		text	1
4955		text	1
4956		text	1
4957		text	1
4958		text	1
4959		text	1
4960		text	1
4961		text	1
4962		text	1
4963		text	1
4964		text	1
4965		text	1
4966		text	1
4967		text	1
4968		text	1
4969		text	1
4970		text	1
4971		text	1
4972		text	1
4973		text	1
4974		text	1
4975		text	1
4976		text	1
4977		text	1
4978		text	1
4979		text	1
4980		text	1
4981		text	1
4982		text	1
4983		text	1
4984		text	1
4985		text	1
4986		text	1
4987		text	1
4988		text	1
4989		text	1
4990		text	1
4991		text	1
4992		text	1
4993		text	1
4994		text	1
4995		text	1
4996		text	1
4997		text	1
4998		text	1
4999		text	1
5000		text	1
5001		text	1
5002		text	1
5003		text	1
5004		text	1
5005		text	1
5006		text	1
5007		text	1
5008		text	1
5009		text	1
5010		text	1
5011		text	1
5012		text	1
5013		text	1
5014		text	1
5015		text	1
5016		text	1
5017		text	1
5018		text	1
5019		text	1
5020		text	1
5021		text	1
5022		text	1
5023		text	1
5024		text	1
5025		text	1
5026		text	1
5027		text	1
5028		text	1
5029		text	1
5030		text	1
5031		text	1
5032		text	1
5033		text	1
5034		text	1
5035		text	1
5036		text	1
5037		text	1
5038		text	1
5039		text	1
5040		text	1
5041		text	1
5042		text	1
5043		text	1
5044		text	1
5045		text	1
5046		text	1
5047		text	1
5048		text	1
5049		text	1
5050		text	1
5051		text	1
5052		text	1
5053		text	1
5054		text	1
5055		text	1
5056		text	1
5057		text	1
5058		text	1
5059		text	1
5060		text	1
5061		text	1
5062		text	1
5063		text	1
5064		text	1
5065		text	1
5066		text	1
5067		text	1
5068		text	1
5069		text	1
5070		text	1
5071		text	1
5072		text	1
5073		text	1
5074		text	1
5075		text	1
5076		text	1
5077		text	1
5078		text	1
5079		text	1
5080		text	1
5081		text	1
5082		text	1
5083		text	1
5084		text	1
5085		text	1
5086		text	1
5087		text	1
5088		text	1
5089		text	1
5090		text	1
5091		text	1
5092		text	1
5093		text	1
5094		text	1
5095		text	1
5096		text	1
5097		text	1
5098		text	1
5099		text	1
5100		text	1
5101		text	1
5102		text	1
5103		text	1
5104		text	1
5105		text	1
5106		text	1
5107		text	1
5108		text	1
5109		text	1
5110		text	1
5111		text	1
5112		text	1
5113		text	1
5114		text	1
5115		text	1
5116		text	1
5117		text	1
5118		text	1
5119		text	1
5120		text	1
5121		text	1
5122		text	1
5123		text	1
5124		text	1
5125		text	1
5126		text	1
5127		text	1
5128		text	1
5129		text	1
5130		text	1
5131		text	1
5132		text	1
5133		text	1
5134		text	1
5135		text	1
5136		text	1
5137		text	1
5138		text	1
5139		text	1
5140		text	1
5141		text	1
5142		text	1
5143		text	1
5144		text	1
5145		text	1
5146		text	1
5147		text	1
5148		text	1
5149		text	1
5150		text	1
5151		text	1
5152		text	1
5153		text	1
5154		text	1
5155		text	1
5156		text	1
5157		text	1
5158		text	1
5159		text	1
5160		text	1
5161		text	1
5162		text	1
5163		text	1
5164		text	1
5165		text	1
5166		text	1
5167		text	1
5168		text	1
5169		text	1
5170		text	1
5171		text	1
5172		text	1
5173		text	1
5174		text	1
5175		text	1
5176		text	1
5177		text	1
5178		text	1
5179		text	1
5180		text	1
5181		text	1
5182		text	1
5183		text	1
5184		text	1
5185		text	1
5186		text	1
5187		text	1
5188		text	1
5189		text	1
5190		text	1
5191		text	1
5192		text	1
5193		text	1
5194		text	1
5195		text	1
5196		text	1
5197		text	1
5198		text	1
5199		text	1
5200		text	1
5201		text	1
5202		text	1
5203		text	1
5204		text	1
5205		text	1
5206		text	1
5207		text	1
5208		text	1
5209		text	1
5210		text	1
5211		text	1
5212		text	1
5213		text	1
5214		text	1
5215		text	1
5216		text	1
5217		text	1
5218		text	1
5219		text	1
5220		text	1
5221		text	1
5222		text	1
5223		text	1
5224		text	1
5225		text	1
5226		text	1
5227		text	1
5228		text	1
5229		text	1
5230		text	1
5231		text	1
5232		text	1
5233		text	1
5234		text	1
5235		text	1
5236		text	1
5237		text	1
5238		text	1
5239		text	1
5240		text	1
5241		text	1
5242		text	1
5243		text	1
5244		text	1
5245		text	1
5246		text	1
5247		text	1
5248		text	1
5249		text	1
5250		text	1
5251		text	1
5252		text	1
5253		text	1
5254		text	1
5255		text	1
5256		text	1
5257		text	1
5258		text	1
5259		text	1
5260		text	1
5261		text	1
5262		text	1
5263		text	1
5264		text	1
5265		text	1
5266		text	1
5267		text	1
5268		text	1
5269		text	1
5270		text	1
5271		text	1
5272		text	1
5273		text	1
5274		text	1
5275		text	1
5276		text	1
5277		text	1
5278		text	1
5279		text	1
5280		text	1
5281		text	1
5282		text	1
5283		text	1
5284		text	1
5285		text	1
5286		text	1
5287		text	1
5288		text	1
5289		text	1
5290		text	1
5291		text	1
5292		text	1
5293		text	1
5294		text	1
5295		text	1
5296		text	1
5297		text	1
5298		text	1
5299		text	1
5300		text	1
5301		text	1
5302		text	1
5303		text	1
5304		text	1
5305		text	1
5306		text	1
5307		text	1
5308		text	1
5309		text	1
5310		text	1
5311		text	1
5312		text	1
5313		text	1
5314		text	1
5315		text	1
5316		text	1
5317		text	1
5318		text	1
5319		text	1
5320		text	1
5321		text	1
5322		text	1
5323		text	1
5324		text	1
5325		text	1
5326		text	1
5327		text	1
5328		text	1
5329		text	1
5330		text	1
5331		text	1
5332		text	1
5333		text	1
5334		text	1
5335		text	1
5336		text	1
5337		text	1
5338		text	1
5339		text	1
5340		text	1
5341		text	1
5342		text	1
5343		text	1
5344		text	1
5345		text	1
5346		text	1
5347		text	1
5348		text	1
5349		text	1
5350		text	1
5351		text	1
5352		text	1
5353		text	1
5354		text	1
5355		text	1
5356		text	1
5357		text	1
5358		text	1
5359		text	1
5360		text	1
5361		text	1
5362		text	1
5363		text	1
5364		text	1
5365		text	1
5366		text	1
5367		text	1
5368		text	1
5369		text	1
5370		text	1
5371		text	1
5372		text	1
5373		text	1
5374		text	1
5375		text	1
5376		text	1
5377		text	1
5378		text	1
5379		text	1
5380		text	1
5381		text	1
5382		text	1
5383		text	1
5384		text	1
5385		text	1
5386		text	1
5387		text	1
5388		text	1
5389		text	1
5390		text	1
5391		text	1
5392		text	1
5393		text	1
5394		text	1
5395		text	1
5396		text	1
5397		text	1
5398		text	1
5399		text	1
5400		text	1
5401		text	1
5402		text	1
5403		text	1
5404		text	1
5405		text	1
5406		text	1
5407		text	1
5408		text	1
5409		text	1
5410		text	1
5411		text	1
5412		text	1
5413		text	1
5414		text	1
5415		text	1
5416		text	1
5417		text	1
5418		text	1
5419		text	1
5420		text	1
5421		text	1
5422		text	1
5423		text	1
5424		text	1
5425		text	1
5426		text	1
5427		text	1
5428		text	1
5429		text	1
5430		text	1
5431		text	1
5432		text	1
5433		text	1
5434		text	1
5435		text	1
5436		text	1
5437		text	1
5438		text	1
5439		text	1
5440		text	1
5441		text	1
5442		text	1
5443		text	1
5444		text	1
5445		text	1
5446		text	1
5447		text	1
5448		text	1
5449		text	1
5450		text	1
5451		text	1
5452		text	1
5453		text	1
5454		text	1
5455		text	1
5456		text	1
5457		text	1
5458		text	1
5459		text	1
5460		text	1
5461		text	1
5462		text	1
5463		text	1
5464		text	1
5465		text	1
5466		text	1
5467		text	1
5468		text	1
5469		text	1
5470		text	1
5471		text	1
5472		text	1
5473		text	1
5474		text	1
5475		text	1
5476		text	1
5477		text	1
5478		text	1
5479		text	1
5480		text	1
5481		text	1
5482		text	1
5483		text	1
5484		text	1
5485		text	1
5486		text	1
5487		text	1
5488		text	1
5489		text	1
5490		text	1
5491		text	1
5492		text	1
5493		text	1
5494		text	1
5495		text	1
5496		text	1
5497		text	1
5498		text	1
5499		text	1
5500		text	1
5501		text	1
5502		text	1
5503		text	1
5504		text	1
5505		text	1
5506		text	1
5507		text	1
5508		text	1
5509		text	1
5510		text	1
5511		text	1
5512		text	1
5513		text	1
5514		text	1
5515		text	1
5516		text	1
5517		text	1
5518		text	1
5519		text	1
5520		text	1
5521		text	1
5522		text	1
5523		text	1
5524		text	1
5525		text	1
5526		text	1
5527		text	1
5528		text	1
5529		text	1
5530		text	1
5531		text	1
5532		text	1
5533		text	1
5534		text	1
5535		text	1
5536		text	1
5537		text	1
5538		text	1
5539		text	1
5540		text	1
5541		text	1
5542		text	1
5543		text	1
5544		text	1
5545		text	1
5546		text	1
5547		text	1
5548		text	1
5549		text	1
5550		text	1
5551		text	1
5552		text	1
5553		text	1
5554		text	1
5555		text	1
5556		text	1
5557		text	1
5558		text	1
5559		text	1
5560		text	1
5561		text	1
5562		text	1
5563		text	1
5564		text	1
5565		text	1
5566		text	1
5567		text	1
5568		text	1
5569		text	1
5570		text	1
5571		text	1
5572		text	1
5573		text	1
5574		text	1
5575		text	1
5576		text	1
5577		text	1
5578		text	1
5579		text	1
5580		text	1
5581		text	1
5582		text	1
5583		text	1
5584		text	1
5585		text	1
5586		text	1
5587		text	1
5588		text	1
5589		text	1
5590		text	1
5591		text	1
5592		text	1
5593		text	1
5594		text	1
5595		text	1
5596		text	1
5597		text	1
5598		text	1
5599		text	1
5600		text	1
5601		text	1
5602		text	1
5603		text	1
5604		text	1
5605		text	1
5606		text	1
5607		text	1
5608		text	1
5609		text	1
5610		text	1
5611		text	1
5612		text	1
5613		text	1
5614		text	1
5615		text	1
5616		text	1
5617		text	1
5618		text	1
5619		text	1
5620		text	1
5621		text	1
5622		text	1
5623		text	1
5624		text	1
5625		text	1
5626		text	1
5627		text	1
5628		text	1
5629		text	1
5630		text	1
5631		text	1
5632		text	1
5633		text	1
5634		text	1
5635		text	1
5636		text	1
5637		text	1
5638		text	1
5639		text	1
5640		text	1
5641		text	1
5642		text	1
5643		text	1
5644		text	1
5645		text	1
5646		text	1
5647		text	1
5648		text	1
5649		text	1
5650		text	1
5651		text	1
5652		text	1
5653		text	1
5654		text	1
5655		text	1
5656		text	1
5657		text	1
5658		text	1
5659		text	1
5660		text	1
5661		text	1
5662		text	1
5663		text	1
5664		text	1
5665		text	1
5666		text	1
5667		text	1
5668		text	1
5669		text	1
5670		text	1
5671		text	1
5672		text	1
5673		text	1
5674		text	1
5675		text	1
5676		text	1
5677		text	1
5678		text	1
5679		text	1
5680		text	1
5681		text	1
5682		text	1
5683		text	1
5684		text	1
5685		text	1
5686		text	1
5687		text	1
5688		text	1
5689		text	1
5690		text	1
5691		text	1
5692		text	1
5693		text	1
5694		text	1
5695		text	1
5696		text	1
5697		text	1
5698		text	1
5699		text	1
5700		text	1
5701		text	1
5702		text	1
5703		text	1
5704		text	1
5705		text	1
5706		text	1
5707		text	1
5708		text	1
5709		text	1
5710		text	1
5711		text	1
5712		text	1
5713		text	1
5714		text	1
5715		text	1
5716		text	1
5717		text	1
5718		text	1
5719		text	1
5720		text	1
5721		text	1
5722		text	1
5723		text	1
5724		text	1
5725		text	1
5726		text	1
5727		text	1
5728		text	1
5729		text	1
5730		text	1
5731		text	1
5732		text	1
5733		text	1
5734		text	1
5735		text	1
5736		text	1
5737		text	1
5738		text	1
5739		text	1
5740		text	1
5741		text	1
5742		text	1
5743		text	1
5744		text	1
5745		text	1
5746		text	1
5747		text	1
5748		text	1
5749		text	1
5750		text	1
5751		text	1
5752		text	1
5753		text	1
5754		text	1
5755		text	1
5756		text	1
5757		text	1
5758		text	1
5759		text	1
5760		text	1
5761		text	1
5762		text	1
5763		text	1
5764		text	1
5765		text	1
5766		text	1
5767		text	1
5768		text	1
5769		text	1
5770		text	1
5771		text	1
5772		text	1
5773		text	1
5774		text	1
5775		text	1
5776		text	1
5777		text	1
5778		text	1
5779		text	1
5780		text	1
5781		text	1
5782		text	1
5783		text	1
5784		text	1
5785		text	1
5786		text	1
5787		text	1
5788		text	1
5789		text	1
5790		text	1
5791		text	1
5792		text	1
5793		text	1
5794		text	1
5795		text	1
5796		text	1
5797		text	1
5798		text	1
5799		text	1
5800		text	1
5801		text	1
5802		text	1
5803		text	1
5804		text	1
5805		text	1
5806		text	1
5807		text	1
5808		text	1
5809		text	1
5810		text	1
5811		text	1
5812		text	1
5813		text	1
5814		text	1
5815		text	1
5816		text	1
5817		text	1
5818		text	1
5819		text	1
5820		text	1
5821		text	1
5822		text	1
5823		text	1
5824		text	1
5825		text	1
5826		text	1
5827		text	1
5828		text	1
5829		text	1
5830		text	1
5831		text	1
5832		text	1
5833		text	1
5834		text	1
5835		text	1
5836		text	1
5837		text	1
5838		text	1
5839		text	1
5840		text	1
5841		text	1
5842		text	1
5843		text	1
5844		text	1
5845		text	1
5846		text	1
5847		text	1
5848		text	1
5849		text	1
5850		text	1
5851		text	1
5852		text	1
5853		text	1
5854		text	1
5855		text	1
5856		text	1
5857		text	1
5858		text	1
5859		text	1
5860		text	1
5861		text	1
5862		text	1
5863		text	1
5864		text	1
5865		text	1
5866		text	1
5867		text	1
5868		text	1
5869		text	1
5870		text	1
5871		text	1
5872		text	1
5873		text	1
5874		text	1
5875		text	1
5876		text	1
5877		text	1
5878		text	1
5879		text	1
5880		text	1
5881		text	1
5882		text	1
5883		text	1
5884		text	1
5885		text	1
5886		text	1
5887		text	1
5888		text	1
5889		text	1
5890		text	1
5891		text	1
5892		text	1
5893		text	1
5894		text	1
5895		text	1
5896		text	1
5897		text	1
5898		text	1
5899		text	1
5900		text	1
5901		text	1
5902		text	1
5903		text	1
5904		text	1
5905		text	1
5906		text	1
5907		text	1
5908		text	1
5909		text	1
5910		text	1
5911		text	1
5912		text	1
5913		text	1
5914		text	1
5915		text	1
5916		text	1
5917		text	1
5918		text	1
5919		text	1
5920		text	1
5921		text	1
5922		text	1
5923		text	1
5924		text	1
5925		text	1
5926		text	1
5927		text	1
5928		text	1
5929		text	1
5930		text	1
5931		text	1
5932		text	1
5933		text	1
5934		text	1
5935		text	1
5936		text	1
5937		text	1
5938		text	1
5939		text	1
5940		text	1
5941		text	1
5942		text	1
5943		text	1
5944		text	1
5945		text	1
5946		text	1
5947		text	1
5948		text	1
5949		text	1
5950		text	1
5951		text	1
5952		text	1
5953		text	1
5954		text	1
5955		text	1
5956		text	1
5957		text	1
5958		text	1
5959		text	1
5960		text	1
5961		text	1
5962		text	1
5963		text	1
5964		text	1
5965		text	1
5966		text	1
5967		text	1
5968		text	1
5969		text	1
5970		text	1
5971		text	1
5972		text	1
5973		text	1
5974		text	1
5975		text	1
5976		text	1
5977		text	1
5978		text	1
5979		text	1
5980		text	1
5981		text	1
5982		text	1
5983		text	1
5984		text	1
5985		text	1
5986		text	1
5987		text	1
5988		text	1
5989		text	1
5990		text	1
5991		text	1
5992		text	1
5993		text	1
5994		text	1
5995		text	1
5996		text	1
5997		text	1
5998		text	1
5999		text	1
6000		text	1
6001		text	1
6002		text	1
6003		text	1
6004		text	1
6005		text	1
6006		text	1
6007		text	1
6008		text	1
6009		text	1
6010		text	1
6011		text	1
6012		text	1
6013		text	1
6014		text	1
6015		text	1
6016		text	1
6017		text	1
6018		text	1
6019		text	1
6020		text	1
6021		text	1
6022		text	1
6023		text	1
6024		text	1
6025		text	1
6026		text	1
6027		text	1
6028		text	1
6029		text	1
6030		text	1
6031		text	1
6032		text	1
6033		text	1
6034		text	1
6035		text	1
6036		text	1
6037		text	1
6038		text	1
6039		text	1
6040		text	1
6041		text	1
6042		text	1
6043		text	1
6044		text	1
6045		text	1
6046		text	1
6047		text	1
6048		text	1
6049		text	1
6050		text	1
6051		text	1
6052		text	1
6053		text	1
6054		text	1
6055		text	1
6056		text	1
6057		text	1
6058		text	1
6059		text	1
6060		text	1
6061		text	1
6062		text	1
6063		text	1
6064		text	1
6065		text	1
6066		text	1
6067		text	1
6068		text	1
6069		text	1
6070		text	1
6071		text	1
6072		text	1
6073		text	1
6074		text	1
6075		text	1
6076		text	1
6077		text	1
6078		text	1
6079		text	1
6080		text	1
6081		text	1
6082		text	1
6083		text	1
6084		text	1
6085		text	1
6086		text	1
6087		text	1
6088		text	1
6089		text	1
6090		text	1
6091		text	1
6092		text	1
6093		text	1
6094		text	1
6095		text	1
6096		text	1
6097		text	1
6098		text	1
6099		text	1
6100		text	1
6101		text	1
6102		text	1
6103		text	1
6104		text	1
6105		text	1
6106		text	1
6107		text	1
6108		text	1
6109		text	1
6110		text	1
6111		text	1
6112		text	1
6113		text	1
6114		text	1
6115		text	1
6116		text	1
6117		text	1
6118		text	1
6119		text	1
6120		text	1
6121		text	1
6122		text	1
6123		text	1
6124		text	1
6125		text	1
6126		text	1
6127		text	1
6128		text	1
6129		text	1
6130		text	1
6131		text	1
6132		text	1
6133		text	1
6134		text	1
6135		text	1
